ID,Entry,OriginalEmotion,ValidatedEmotion
2052,Sırada beklerken önüme birisi geçtiğinde.,Anger,Anger
2053,Oyuncak tankımın namlusu kırıldığında.,Sadness,Sadness
2054,Klozet kapağı kaldırılmadan işenmesi,Disgust,Disgust
2055,Nargilesiz geçen bir hafta,Surprise,Sadness
2056,Çevremdeki insanlar mutlu oldukça,Happy,Happy
2057,Ölüm,Fear,Fear
2058,Yalan konuşulduğu zaman,Anger,Anger
2059,Babamın ameliyat olduğu zaman,Sadness,Fear
2060,"Yılan, sümüklü böcek",Disgust,Fear
2061,Çikolata yemeyen insan gördüğümde,Surprise,Surprise
2062,Yüzme yarışlarında iyi derece alınca çok seviniyorum.,Happy,Happy
2063,Evde yalnız kalmaktan korkarım.,Fear,Fear
2064,Ailem beni dinlemeyince çok öfkelenirim.,Anger,Anger
2065,İstediğim şeyleri yapamayınca üzülüyorum.,Sadness,Sadness
2066,Arkadaşlarımın kirli elleriyle bana dokunması beni tiksindiriyor,Disgust,Disgust
2067,Annem beklemediğim bir doğum günü hediyesi alınca şaşırdım.,Surprise,Surprise
2068,Akademisyenliğe adım attığım ilk gün havalarda uçuyordum.,Happy,Happy
2069,Karanlık bir yerden geçerken karşıma aniden bir kedinin çıkmasıyla irkildim.,Fear,Fear
2070,Devlet büyüklerimizin halkı enayi yerine koyuyor olması beni cidden kızdırıyor.,Anger,Anger
2071,"Ben mezun olamadan dedemin vefat etmesi, beni derinden etkilemişti.",Sadness,Sadness
2072,"Yazın, toplu taşıma araçlarında yolcuların ter kokusunu çekmekten nefret ediyorum.",Disgust,Disgust
2073,Amerika'da olduğunu sandığım kuzenimi karşımda görünce şok oldum.,Surprise,Surprise
2074,Çocuklar derslerde başarılı olunca çok mutlu olurum,Happy,Happy
2075,Arabayla kaza yaparım diye korkuyorum,Fear,Fear
2076,Yapılması gereken bir iş yapılmazsa öfkelenirim,Anger,Anger
2077,Babamın ölümü aklıma gelince üzüntüye boğuluyorum,Sadness,Sadness
2078,İnsanlar birbirine yalakalık yapınca tiksinti duyarım,Disgust,Disgust
2079,Yıllardır görmediğim arkadaşlardan telefon alınca şaşırdım,Surprise,Surprise
2080,Anne olunca çok mutlu oldum.,Happy,Happy
2081,Toplu taşıma aracında gece bir tek bayan olarak yolculuk edince çok korktum.,Fear,Fear
2082,Arkadaşımın sebepsiz ihanetine çok öfkelendim.,Anger,Anger
2083,Kuzenim trafik kazasından sonra özürlü kalınca çok üzüldüm.,Sadness,Sadness
2084,Lokantada bir müşteri kusunca midem bulandı.,Disgust,Disgust
2085,Kötü geçen dersin sınavından geçince çok şaşırdım.,Surprise,Surprise
2086,Geçen sene bölümümüz öğrencilerinini Tübitak yarışmasını kazanmasından çok mutlu oldum.,Happy,Happy
2087,Safra Kesesi Ameliyatı öncesinde gerçekten korkmuştum.,Fear,Fear
2088,Geçen hafta İstanbul'a gideceğim uçağın iptal edildiğini öğrenince çok öfkelendim.,Anger,Anger
2089,Yazları bizim bahçemize gelen kedi kaybolunca çok üzüldüm.,Sadness,Sadness
2090,Tuvalete girince temiz değil ise gerçekten tiksiniyorum.,Disgust,Disgust
2091,20 senedir görmediğim bir arkadaşımı yeniden görünce çok şaşırdım.,Surprise,Surprise
2092,Takımım şampiyon olunca çok mutlu oldum.,Happy,Happy
2093,Yalnız başıma korku filmi izlemekten korkuyorum.,Fear,Fear
2094,Birisini beklerken sinirleniyorum.,Anger,Anger
2095,Bir gün annemin öleceğini düşünmek beni üzüyor.,Sadness,Sadness
2096,İş yoğunluğundan usandım.,Disgust,Sadness
2097,Arkadaşlarımın sürpriz doğum günü partisi.,Surprise,Surprise
2098,"İlk işe girişim, ilk çocuğumun ve torunumun doğuşu beni çok mutlu etmişti.",Happy,Happy
2099,Sobalı bir evde oturuyorduk. İşe gitmek için dışarı çıkıp birkaç dakika sonra unuttuğum bir şeyi almak için geri döndüğümde kapı açılmayınca eşimin ve üç çocuğumun sobadan zehirlendiğini düşündüm büyük bir korku ile kapıyı omuzlayıp içeri girdim.,Fear,Fear
2100,Kızımın not yükseltmek için girdiği sınavda notunun düşürülmesi olayına çok kızmıştım. MEB'e kadar dilekçe ile başvurarak haksızlık yapıldığını anlatmıştım.,Anger,Anger
2101,Çok sevdiğim babamın ölmeden önce beni arayıp kalp rahatsızlığını bildirdikten sonra tedavisini yaptıramadan ölmesine çok üzülmüştüm.,Sadness,Sadness
2102,Sigara içilen otel odasındaki yatakta yatmaktan her zaman tiksinti duyarım,Disgust,Disgust
2103,Torunumun her yeni davranışı beni hem çok şaşırtıyor hem de mutlu ediyor.,Surprise,Happy
2104,istediğim devlet kurumuna atandığıma dair sonuç açıklandığında çok sevindim,Happy,Happy
2105,ameliyathaneye giderken çok korkmuştum.,Fear,Fear
2106,trafikte yapılan dikkatsiz hareketlere öfkeleniyorum.,Anger,Anger
2107,kardeşimi kaybettiğimiz zamanı düşününce çok üzülüyorum,Sadness,Sadness
2108,ıslak veya terli bir eli sıkmaktan veya o kişiyle tokalaşmaktan tiksiniyorum.,Disgust,Disgust
2109,yıllar sonra bir arkadaşımla hem de çok alakasız bir İl de karşılaşınca çok şaşırdım.,Surprise,Surprise
2110,Aşk,Happy,Happy
2111,hiçbir şeyden korkmam. ölme anından da korkmam. toprağa konulduktan sonra korkarım.,Fear,Fear
2112,hatalar bilerek yapılırsa öfkelenirim.,Anger,Anger
2113,Çocukken sahip olduğum köpeğimi annemin dışarı atmasına çok kızardım ve üzülürdüm.,Sadness,Sadness
2114,Evime gelen misafirin izin alarak sigara içmek istemesi.,Disgust,Ambigious
2115,yapmadığım bir şeyi yaptı denilmesine,Surprise,Anger
2116,ATANDIĞIM İÇİN ÇOK MUTLU OLDUM,Happy,Happy
2117,UÇAKTA BİR AN NEFES ALAMAYINCA ÇOK KORKTUM VE SİGARAYI BIRAKTIM,Fear,Fear
2118,HAKKIMDA ATILAN İFTİRAYI DUYUNCA CİNNET NASIL GEÇİRİLİRMİŞ ANLADIM,Anger,Anger
2119,TAVŞANIM VE TAVUĞUM ÖLDÜĞÜNDE ÇOK ÜZÜLDÜM,Sadness,Sadness
2120,İNSAN VE ÇORAP KOKUSUNDAN MİDEM BULANIR,Disgust,Disgust
2121,HİÇ TANIMADIĞIM BİR AKRABAM İLE TÜRKİYE'NİN BİR UCUNDA KARŞILAŞMAMDAN SONRA DÜNYANIN KÜÇÜK OLDUĞUNU ANLADIM,Surprise,Surprise
2122,Kızım bana her güldüğünde,Happy,Happy
2123,Çocuğumun ihtiyacı olduğunda yanında olamamak veya derdine derman olamamak,Fear,Sadness
2124,İyi niyetin suistimal edildiği zaman,Anger,Anger
2125,Dedemin öldüğü ve artık onu göremediğim her an,Sadness,Sadness
2126,Kendi yapması gereken şeyleri başkasına yaptırmaya çalışan insanlardan,Disgust,Anger
2127,Şu an çalıştığım yere tayinimin olduğunu öğrendiğim an,Surprise,Happy
2128,Üniversiteye başladığım ilk gün çok mutluyum,Happy,Happy
2129,Örümcekten  ve kuştan çok korkarım.,Fear,Fear
2130,Biri bana saygı göstermeyince öfkelenirim.,Anger,Anger
2131,Babamla görüşmediğim zamanlar  üzülürüm.,Sadness,Sadness
2132,Biri kustuğunda tiksinirim,Disgust,Disgust
2133,Çok eski bir arkadaşımın yeni halini  görünce çok şaşırdım,Surprise,Surprise
2134,Doçent olacağım gün mutlu olacağım,Happy,Happy
2135,Okula gidememekten korkuyorum.,Fear,Fear
2136,Çocukların saçma soruları beni sinirlendiriyor,Anger,Anger
2137,Makalemi yetiştiremeyince çok üzülüyorum,Sadness,Sadness
2138,Okul yemeklerini sevmiyorum,Disgust,Disgust
2139,Yüksek lisansa alındığım gün şaşırdım,Surprise,Surprise
2140,Üniversitedeki ilk seçim yarışından Bölüm Başkanlığı ile çıktığım için çok mutlu oldum,Happy,Happy
2141,Amcamın gerçekten yaşadığı korkunç bir anıyı benimle paylaşması gece vakti beni fazlasıyla korkuttu.,Fear,Fear
2142,Başkalarının gereksiz yere rahatsız etmesi ve konuşmalarıma müdahale etmesi.,Anger,Anger
2143,Ailemden birini kaybetme duygusu üzüyor beni.,Sadness,Sadness
2144,Çevremde birbirlerine körü körüne ve salakça bağlanmış arkadaşlıklar görmekten tiksiniyorum.,Disgust,Disgust
2145,Yapılan sürpriz doğum gününü görünce çok şaşırdım.,Surprise,Surprise
2146,Eve kedi aldığımızda mutluluktan uçmuştum,Happy,Happy
2147,ilk cam asansöre bindiğimde çok korktum,Fear,Fear
2148,arkadaşım verdiği sözü tutmayınca çok öfkelendim,Anger,Anger
2149,Kuşum allı öldüğünde üzülmüştüm,Sadness,Sadness
2150,Sokakta insanların tükürmesi,Disgust,Disgust
2151,Nihat Hatipoğlu'nun oğlu konuşunca babasının aynısı OLMASINA çok şaşırdım,Surprise,Surprise
2152,Ailemle geçirdiğim her an mutluyum.,Happy,Happy
2153,Yalnız kalmaktan korkuyorum.,Fear,Fear
2154,Annemin beni bıraktığı gün çok öfkelendim.,Anger,Anger
2155,Oğlum bana bağırınca üzülürüm.Kocam kanser olunca çok üzüldüm.,Sadness,Sadness
2156,Umumi tuvaletlerden tiksinirim.,Disgust,Disgust
2157,Oğlum Amerika'dan erken geldiğinde  çok şaşırdım.,Surprise,Surprise
2158,Doktora tezimin bittiği  gün mutlu  oldum.,Happy,Happy
2159,Ölmekten korkuyorum.,Fear,Fear
2160,Sözümün kesilmesine sinirlenirim.,Anger,Anger
2161,Kalabalık ortamlar  beni sıkar ve üzer.,Sadness,Sadness
2162,Hocaların  adaletsiz davranışları benim onlardan tiksinmeme neden oluyor.,Disgust,Disgust
2163,Seneler sonra arkadaşımı görünce çok şaşırdım.,Surprise,Surprise
2164,NÖBETÇİYKEN HASTA GELMEDİĞİNDE ÇOK MUTLU OLURUM.,Happy,Happy
2165,ALLAH'TAN KORKMAYANDAN KORKARIM.,Fear,Fear
2166,ARIZA HASTA YAKININA İFRİT OLURUM.,Anger,Anger
2167,DÜNYADA BİR MİLYAR İNSAN YATAĞINA AÇ GİRERKEN YİYECEK İSRAFINA ÇOK ÜZÜLÜYORUM.,Sadness,Sadness
2168,BİRİSİ KUSARKEN TİKSİNİRİM.,Disgust,Disgust
2169,BİRÇOK KIZ VE BİRÇOK ERKEĞİN AYNI EVDE KALDIĞINI GÖRDÜĞÜMDE ÇOK ŞAŞIRDIM.,Surprise,Surprise
2170,Çocuklarım iyi okullar kazandığında çok mutlu oldum.,Happy,Happy
2171,Gece tenha yollarda yürürken çok korkarım,Fear,Fear
2172,Haksızlığa uğradığımda veya başkasına haksızlık yapıldığında.,Anger,Anger
2173,Annemin vefatında yanında olamadım. Her zaman içimde kaldı.,Sadness,Sadness
2174,Lağım patladığında çıkan kokudan tiksindim.,Disgust,Disgust
2175,Yolculukta ummadığım kadar güzel manzara karşısında şaşırdım,Surprise,Surprise
2176,oğlumun bana sevgiyle sarılması beni çok mutlu eder,Happy,Happy
2177,karanlık ve ıssız yerler beni korkutur,Fear,Fear
2178,birine karşı yapılan haksızlık veya verilen zarar beni öfkelendiriyor,Anger,Anger
2179,sevdiğim birini kaybetmek beni çok üzer,Sadness,Sadness
2180,yemeğimden kıl veya farklı bir şey çıkarsa çok tiksiniyorum,Disgust,Disgust
2181,yolda senelerdir görmediğim arkadaşımı görünce çok şaşırmıştım,Surprise,Surprise
3002,İlk yeğenim doğduğunda çok mutlu oldum,Happy,Happy
3003,Araba kazası geçirdim.,Fear,Fear
3004,Mansur Yavaş seçimi kaybedince çok öfkelendim.,Anger,Anger
3005,Babamın vefatına çok üzüldüm.,Sadness,Sadness
3006,Ter kokulu adamın otobüste yanımda durması.,Disgust,Disgust
3007,Sınavdan geçer not almama şaşırdım.,Surprise,Surprise
3008,Başka bir şehirde yaşayan hocamı dinlemeye gitmek için eşimin izin vermesine çok mutlu oldum.,Happy,Happy
3009,Bir sabah dua okurken birden duayı unuttum ve sanki aklım durdu. bir daha düşünemeyeceğim ya da hiçbir şeyi hatırlayamayacağım diye çok korktum,Fear,Fear
3010,Babamın annemi üzmesine çok öfkelendim,Anger,Anger
3011,Kardeşimin maddi sıkıntı çekmesine üzülüyorum,Sadness,Sadness
3012,Fikri sabit inatçı insanlardan hoşlanmıyorum,Disgust,Anger
3013,Oğlumun üniversite sınavında yüksek bir puan almasına çok şaşırırım,Surprise,Surprise
3014,araba kullanınca çok mutlu olurum.,Happy,Happy
3015,aşık olmaktan çok korkarım,Fear,Fear
3016,konuşmamın kesilmesine çok öfkelenirim.,Anger,Anger
3017,eski sevgilimin evlenmesi ve çocuk yapması ama mutsuz olması beni üzüyor.,Sadness,Sadness
3018,kusmaktan ve sineklerden inanılmaz derecede tiksinirim.,Disgust,Disgust
3019,sevdiğim genç birinin öldüğünü duyduğumda çok şaşırırım.,Surprise,Surprise
3020,"Hoşlandığım kişi merhaba"" diye mesaj atınca dünyalar benim oldu.""",Happy,Happy
3021,Yurt dışına tek başıma çıktığımda korkmuştum.,Fear,Fear
3022,Arkadaşlarım beni davet etmeden plan yapınca çok öfkelendim.,Anger,Anger
3023,Telefonum merdivenlerde yere düştüğünde camı kırıldı ve çok üzüldüm.,Sadness,Sadness
3024,Kafede yediğim yemeği düşündükçe midem bulanıyor.,Disgust,Disgust
3025,Eski sevgilimle konser alanında karşılaşınca çok şaşırdım.,Surprise,Surprise
3026,fenerbahçe şampiyon olunca havalara uçtum.,Happy,Happy
3027,havlayan köpekten tırsarım.,Fear,Fear
3028,fenerbahçe yenildiğine çok öfkelenirim.,Anger,Anger
3029,insanların işlerinde başarısız olmasına çok üzülüyorum.,Sadness,Sadness
3030,başkasının tabağından yemek yemekten iğrenirim.,Disgust,Disgust
3031,şu anda yaptığım anketi görünce aklım götveren oldu.,Surprise,Anger
3032,ilk kez teyze olacağım için çok mutluyum.,Happy,Happy
3033,Örümceklere karşı büyük bir korkum var.,Fear,Fear
3034,Haksızlığa uğradığımda çok öfkelendim.,Anger,Anger
3035,çok sevdiğim balığım öldüğünde çok üzülmüştüm,Sadness,Sadness
3036,insanların parfüm kullanmamalarından tiksiniyorum.,Disgust,Disgust
3037,Kardeşimin bana sürpriz yaptığını görünce çok şaşırdım.,Surprise,Surprise
3038,atakalp'e işe başladığım gün mutlu oldum.,Happy,Happy
3039,yalnız kalkmaktan korktum.,Fear,Fear
3040,uyuşturucu kullanan kişiyle kavga ettim.,Anger,Anger
3041,babamın kanser olduğunu duyduğum an hayatım silindi.,Sadness,Sadness
3042,yemek yerken ağzının şapırdatılması.,Disgust,Disgust
3043,çocukluk arkadaşımın evliliğine şaşırdım.,Surprise,Surprise
3044,anne olduğum zaman...,Happy,Happy
3045,yılan görürsem çok korkarım...,Fear,Fear
3046,eşim yalan söylediğinde çok öfkelenebilirim...,Anger,Anger
3047,ailemden birini kaybetmek...,Sadness,Sadness
3048,bir insanın geğirmesinden tiksinti kaparım...,Disgust,Disgust
3049,ilkokul sıra arkadaşımı görürsem çok şaşırabilirim..,Surprise,Surprise
3050,Mutluluktan ağladığım ender zamanlardan biriydi.,Happy,Happy
3051,Korkudan titreye titreye yorganıma sarılıp uyumuşum.,Fear,Fear
3052,insanlar her işi sadece kendilerine göre ayarlıyor.,Anger,Anger
3053,"Benim arkadaşım gibiydi, onu çok arıyorum.",Sadness,Sadness
3054,Onun eşyalarını toplamak benim sorumluluğum olmadığı halde sürekli arkasını toplamaktan yoruldum.,Disgust,Anger
3055,Şaşkınlıktan bağırarak boynuna sarıldım.,Surprise,Surprise
3056,AMELİYAT OLDUĞUMDA ÇOK MUTLU OLMUŞTUM,Happy,Happy
3057,tekrar diyaliz makinesine girmekten çok korkuyorum,Fear,Fear
3058,ABLAMIN KOCASININ BENİ YARI YOLDA BIRAKMASINDAN DOLAYI ÇOK ÖFKELENMİŞTİM,Anger,Anger
3059,kızımın hastalığını öğrendiğimde çok üzülmüştüm,Sadness,Sadness
3060,herhangi bir şeyden kıl çıkmasından çok tiksinirim,Disgust,Disgust
3061,İLKOKUL ARKADAŞIMIN BENİM NUMARAMI BULUP BENİ ARAMASI BENİ ÇOK ŞAŞIRTMIŞTI,Surprise,Surprise
3062,ATAKALP'DEKİ İŞİME SAHİP OLDUĞUM İÇİN ÇOK MUTLUYUM,Happy,Happy
3063,GECELERİ YALNIZ KALMAKTAN ÇOK KORKARIM,Fear,Fear
3064,İNSANLARIN SABIRSIZLIğINA ÇOK KIZARIM,Anger,Anger
3065,BABAMIN AMELİYATINA ÇOK ÜZÜLDÜM.,Sadness,Sadness
3066,SADECE SÜMÜKLÜ BÖCEKLERDEN TİKSİNİRİM,Disgust,Disgust
3067,ACİLDEKİ DOKTORUMUZUN ÜLKÜ SİNEMASINDA BİLMESİNE ÇOK ŞAŞIRDIM,Surprise,Surprise
3068,EN ÇOK MUTLU OLDUğUM GÜN OğLUMUN DOĞUŞU. VE ARABAMIN ALIŞI OLMUŞTU.,Happy,Happy
3069,EN ÇOK KORKTUğUM NOKTA ABLAMIN BENi YAKMASIYDI,Fear,Fear
3070,EVDEKİ SORUNLAR VE TEMİZLİK YAPARKEN ÇOK ÖFKELİ OLUYORUM,Anger,Anger
3071,AZERBEYCAN'DAN YENİ GELDİM. EVLERİMİZ DOğALGAZLIYDI AMA TÜRKİYE'DE EVLERDE SOBA VARMIŞ AMA BEN BİLMİYORDUM. O YÜZDEN EVDEKİ SOBAYI DIŞARıDAN HURDACI DİYE BAğIRAN ADAMA VERDİM. KIŞI SOBASIZ SOĞUKTA GEÇiRDİM. MADDİ DURUMUM YETERSİZ OLDUğUNDAN SOBA ALAMAMIŞTIM,Sadness,Sadness
3072,BAŞKA  BİRİSi ŞAPIRdATARAK  YEMEK YERSE BEn YiYEMİYORUM,Disgust,Disgust
3073,ÇANKAYA DA YEMEK İÇİN İSKENDER İSTEDİM. EKMEĞİN GELMEDİğİNİ FARK EDİNCE GARSONDAN EKMEK İSTEDİM. FAKAT GARSON BANA EKMEğİN İSKENDERİN ALTINDA OLDUğUNU SÖYLEYİNCE ÇOK ŞAŞIRDIM.VE ÇOK UTANDIM YEMEKTEN VAZGEÇTİM,Surprise,Surprise
3074,Teyze olacağımı öğrendiğim zaman çok mutlu olmuştum.,Happy,Happy
3075,Paraşütten atladığım zaman çok korkmuştum.,Fear,Fear
3076,Sevgilimin yaptığımız planı ertelemesi beni çok öfkelendirdi.,Anger,Anger
3077,Çok beğenerek aldığım elbiseyi durakta unuttuğumda çok üzülmüştüm.,Sadness,Sadness
3078,Geğiren insanlardan tiksinirim.,Disgust,Disgust
3079,Değer verdiğim bir insanın yapmaz dediğim bir hatası beni şaşırttı.,Surprise,Surprise
3080,Eğitim için yurt dışına çıkmıştım ve ailemi çok özlemiştim. dönerken havaalanında ailemi görünce çok mutlu olmuştum.,Happy,Happy
3081,Trafik kazası geçirdiğimde çok korktum hala da ani fren yaptığımda korkarım.,Fear,Fear
3082,Yakın arkadaşımın hakkımdaki her şeyi herkese anlattığını öğrendiğimde sinirimden kudurdum.,Anger,Anger
3083,Lisede trafik kazası geçirerek vefat eden arkadaşımın ardından çok üzülmüş ve çok ağlamıştım.,Sadness,Sadness
3084,Balık ve balık kokusuna tahammülüm yoktur çok tiksinirim.,Disgust,Disgust
3085,Erkek arkadaşımın doğum günümde yaptığı sürprize çok şaşırmıştım.,Surprise,Surprise
3086,kızımın okulda başarılı olmasına çok sevindim.,Happy,Happy
3087,çalıştığım kurumda yönetim tarafından takibe alındım. işsiz kalmaktan çok korktum.,Fear,Fear
3088,hakkımın yenmesine öfkelenirim,Anger,Anger
3089,babamla aramız açıldığında çok üzüldüm.,Sadness,Sadness
3090,eşimim telefon açıp neredesin demesinden hiç hoşlanmıyorum.,Disgust,Anger
3091,2015 milletvekili seçimlerindeki vaatlere çok şaşırdım.,Surprise,Surprise
3092,çocuklarımızın okulda yahut iş yaşamında başarılı olması mutlu eder beni.,Happy,Happy
3093,yükseklik korkum var.,Fear,Fear
3094,birinin bana veya yakınlarıma karşı alaycı davranmasına çok kızarım.,Anger,Anger
